Name of the game,Fit platform,Num Of comments,Num Of likes,Raiting,Grade,Num of pros,Num of cons,First Released,The game rviewer,The date of the review
Stories Untold Review,PC,4,14,Good,7,3.0,2.0,"Feb 27, 2017","
    James O'Connor
  ","March 29, 2017 at 6:30PM PDT"
Persona 5 Review,"PS3, PS4",564,189,Superb,9,6.0,1.0,"Apr 4, 2017","
    Lucy James
  ","March 29, 2017 at 9:00AM PDT"
Everything Review,PS4,27,45,Fair,6,3.0,2.0,"Mar 21, 2017","
    Justin Clark
  ","March 21, 2017 at 5:30PM PDT"
Mass Effect: Andromeda Review,PS4,2466,575,Fair,6,3.0,3.0,"Mar 21, 2017","
    Scott Butterworth
  ","March 21, 2017 at 3:27PM PDT"
Malicious Fallen Review,PS4,9,11,Mediocre,5,3.0,4.0,,"
    Justin Clark
  ","March 20, 2017 at 10:00AM PDT"
Shovel Knight: Specter Of Torment Review,NS,65,30,Great,8,3.0,1.0,"Dec 31, 2015","
    Edmond Tran
  ","March 16, 2017 at 5:30PM PDT"
Styx: Shards Of Darkness Review,PC,108,35,Fair,6,3.0,4.0,"Mar 14, 2017","
    Michael Higham
  ","March 14, 2017 at 7:43PM PDT"
Fast RMX Review,NS,37,30,Good,7,3.0,2.0,"Mar 3, 2017","
    Jason D'Aprile
  ","March 11, 2017 at 9:30AM PST"
Ghost Recon: Wildlands Review,"PS4, XONE, PC",328,202,Good,7,3.0,2.0,"Mar 6, 2017","
    Miguel Concepcion
  ","March 10, 2017 at 5:30PM PST"
Snipperclips Review,NS,10,34,Good,7,3.0,2.0,"Mar 3, 2017","
    Randolph Ramsay
  ","March 10, 2017 at 11:44AM PST"
Torment: Tides of Numenera Review,"PS4, XONE, PC",206,161,Superb,9,4.0,1.0,"Jan 26, 2016","
    Daniel Starkey
  ","March 8, 2017 at 2:41PM PST"
Loot Rascals Review,PC,8,6,Mediocre,5,3.0,3.0,"Mar 7, 2017","
    James O'Connor
  ","March 7, 2017 at 12:00PM PST"
The Legend Of Zelda: Breath Of The Wild Review,"WIIU, NS",1993,702,Essential,10,7.0,1.0,"Mar 3, 2017","
    Peter Brown
  ","March 6, 2017 at 3:10PM PST"
Super Bomberman R Review,NS,54,38,Good,7,2.0,2.0,"Mar 3, 2017","
    Jason D'Aprile
  ","March 6, 2017 at 1:46PM PST"
1-2-Switch Review,"NS, NS",60,19,Fair,6,4.0,3.0,"Mar 3, 2017","
    Oscar Dayus
  ","March 2, 2017 at 2:37PM PST"
Skylanders Imaginators Review,"PS4, NS",9,49,Good,7,3.0,2.0,"Oct 16, 2016","
    Randolph Ramsay
  ","March 2, 2017 at 9:50AM PST"
Story of Seasons: Trio of Towns Review,3DS,15,37,Good,7,3.0,2.0,"Feb 28, 2014","
    Heidi Kemps
  ","February 28, 2017 at 2:25PM PST"
Ride 2 Review,"PC, PS4, XONE",43,129,Poor,4,2.0,5.0,"Oct 7, 2016","
    John Robertson
  ","February 24, 2017 at 8:00AM PST"
Berserk And The Band Of The Hawk Review,"PS4, PC, VITA",80,49,Mediocre,5,2.0,3.0,"Feb 21, 2017","
    Miguel Concepcion
  ","February 22, 2017 at 10:13AM PST"
Psychonauts In The Rhombus Of Ruin Review,PS4,40,24,Fair,6,4.0,3.0,"Feb 21, 2017","
    Scott Butterworth
  ","February 21, 2017 at 2:27AM PST"
Diluvion Review,PC,10,17,Mediocre,5,4.0,4.0,"Feb 2, 2017","
    Justin Clark
  ","February 17, 2017 at 11:58AM PST"
Halo Wars 2 Review,XONE,712,163,Fair,6,3.0,3.0,"Feb 17, 2017","
    Kallie Plagge
  ","February 16, 2017 at 5:21PM PST"
Divide Review,PS4,11,11,Mediocre,5,3.0,3.0,"Jan 31, 2017","
    Cassidee Moser
  ","February 15, 2017 at 10:00AM PST"
Sniper Elite 4 Review,"PC, XONE, PS4",124,518,Great,8,4.0,3.0,"Feb 14, 2017","
    Richard Wakeling
  ","February 14, 2017 at 3:55PM PST"
Fire Emblem Heroes Review,IOS,50,47,Fair,6,2.0,2.0,,"
    Kallie Plagge
  ","February 13, 2017 at 5:00PM PST"
Poochy and Yoshiâ€™s Woolly World Review,3DS,30,42,Good,7,3.0,2.0,,"
    Kallie Plagge
  ","February 13, 2017 at 3:11PM PST"
"Warhammer 40,000: Sanctus Reach Review",PC,41,28,Poor,4,2.0,4.0,"Jan 19, 2017","
    Daniel Starkey
  ","February 8, 2017 at 9:49PM PST"
Double Dragon 4 Review,PC,97,50,Mediocre,5,2.0,3.0,,"
    Jason D'Aprile
  ","February 9, 2017 at 9:00AM PST"
Beholder Review,PC,34,30,Mediocre,5,3.0,3.0,"Nov 9, 2016","
    James O'Connor
  ","February 7, 2017 at 9:00AM PST"
Linelight Review,PS4,4,21,Good,7,3.0,2.0,"Jan 30, 2017","
    Peter Brown
  ","February 1, 2017 at 2:33PM PST"
Dynasty Warriors: Godseekers Review,PS4,22,35,Mediocre,5,2.0,2.0,"Jan 31, 2017","
    Sean Bell
  ","January 31, 2017 at 6:57AM PST"
Urban Empire Review,PC,10,50,Fair,6,4.0,3.0,,"
    Daniel Starkey
  ","January 26, 2017 at 8:13AM PST"
Tropico 4 Review,PC,9,9,Good,7,4.0,2.0,,"
    Brett Todd
  ","January 25, 2017 at 2:29PM PST"
Kingdom Hearts HD 2.8: Final Chapter Prologue Review,PS4,73,84,Good,7,3.0,3.0,"Jan 24, 2017","
    Leif Johnson
  ","January 24, 2017 at 5:55PM PST"
Resident Evil 7: Biohazard Review,"XONE, PC, PS4",772,705,Great,8,6.0,4.0,"Jan 23, 2017","
    Scott Butterworth
  ","January 24, 2017 at 12:29PM PST"
Tales of Berseria Review,PS4,124,90,Good,7,3.0,3.0,"Dec 31, 2016","
    Jake Dekker
  ","January 23, 2017 at 9:00AM PST"
Yakuza 0 Review,PS4,137,124,Great,8,4.0,2.0,"Jan 24, 2017","
    Peter Brown
  ","January 19, 2017 at 9:36PM PST"
Gravity Rush 2 Review,PS4,339,164,Superb,9,4.0,2.0,"Jan 20, 2017","
    Peter Brown
  ","January 10, 2017 at 12:01AM PST"
Wild Guns Reloaded Review,PS4,42,49,Great,8,4.0,2.0,,"
    Heidi Kemps
  ","January 2, 2017 at 10:04AM PST"
Chronos Review,PC,26,54,Great,8,3.0,2.0,"Mar 24, 2016","
    Mat Paget
  ","December 24, 2016 at 1:12PM PST"
Shantae: Half-Genie Hero Review,PS4,39,67,Great,8,5.0,3.0,"Dec 20, 2016","
    Jason D'Aprile
  ","December 22, 2016 at 4:01PM PST"
Space Hulk: Deathwing Review,PC,101,57,Poor,4,2.0,4.0,"Dec 14, 2016","
    Brett Todd
  ","December 21, 2016 at 5:03PM PST"
The Walking Dead: The Telltale Series - A New Frontier Ep. 2: Ties That Bind Part Two Review,PC,9,119,Great,8,4.0,1.0,"Dec 20, 2016","
    Brett Todd
  ","December 20, 2016 at 2:29PM PST"
The Walking Dead: The Telltale Series - A New Frontier Ep. 1: Ties That Bind Part One Review,PC,40,189,Superb,9,5.0,1.0,"Dec 20, 2016","
    Brett Todd
  ","December 20, 2016 at 7:53AM PST"
Shadow Tactics: Blades of the Shogun Review,PC,81,149,Great,8,5.0,2.0,"Dec 6, 2016","
    Daniel Starkey
  ","December 18, 2016 at 7:32PM PST"
Werewolves Within Review,PC,13,24,Good,7,3.0,3.0,"Dec 6, 2016","
    Don Saas
  ","December 18, 2016 at 11:39AM PST"
Dragon Ball Fusions Review,3DS,10,125,Fair,6,3.0,3.0,"Nov 22, 2016","
    Heidi Kemps
  ","December 18, 2016 at 10:26AM PST"
Steep Review,XONE,34,106,Good,7,3.0,3.0,"Nov 29, 2016","
    Leif Johnson
  ","December 16, 2016 at 3:25PM PST"
I Expect You to Die Review,"PS4, PC",14,56,Great,8,3.0,1.0,"Nov 30, 2016","
    Mike Mahardy
  ","December 15, 2016 at 2:31PM PST"
Super Mario Run Review,IOS,182,84,Good,7,3.0,3.0,"Dec 15, 2016","
    Peter Brown
  ","December 15, 2016 at 10:57AM PST"
Killing Floor 2 Review,PS4,28,51,Great,8,3.0,2.0,"Apr 21, 2015","
    Miguel Concepcion
  ","December 13, 2016 at 10:47AM PST"
Sword Art Online: Hollow Realization Review,PS4,36,62,Mediocre,5,3.0,4.0,"Nov 8, 2016","
    Janine Hawkins
  ","December 12, 2016 at 3:44PM PST"
Silence Review,PC,13,35,Good,7,4.0,2.0,"Nov 15, 2016","
    Leif Johnson
  ","December 8, 2016 at 2:58PM PST"
Cities: Skylines - Natural Disasters Review,PC,8,64,Good,7,3.0,2.0,,"
    Brett Todd
  ","December 6, 2016 at 1:12PM PST"
Planet Coaster Review,PC,72,170,Superb,9,4.0,1.0,"Nov 17, 2016","
    Edmond Tran
  ","December 5, 2016 at 7:13PM PST"
Robinson: The Journey Review,PS4,16,75,Good,7,4.0,4.0,"Nov 8, 2016","
    Jason D'Aprile
  ","December 5, 2016 at 9:00AM PST"
The Last Guardian Review,PS4,860,470,Superb,9,5.0,2.0,"Dec 6, 2016","
    Peter Brown
  ","December 5, 2016 at 7:00AM PST"
Dead Rising 4 Review,XONE,254,106,Good,7,4.0,2.0,"Dec 6, 2016","
    Scott Butterworth
  ","December 5, 2016 at 3:00AM PST"
Orwell Review,PC,37,61,Great,8,4.0,3.0,"Oct 27, 2016","
    James O'Connor
  ","November 30, 2016 at 2:47PM PST"
Final Fantasy 15 Review,PS4,994,563,Great,8,4.0,3.0,"Nov 29, 2016","
    Peter Brown
  ","November 28, 2016 at 7:00AM PST"
Watch Dogs 2 Review,PS4,273,280,Great,8,4.0,4.0,"Nov 15, 2016","
    Peter Brown
  ","November 23, 2016 at 6:37PM PST"
Hitman Review,"PS4, XONE",169,295,Great,8,4.0,2.0,,"
    Brett Todd
  ","November 23, 2016 at 3:15PM PST"
Overcooked Review,PS4,7,75,Great,8,4.0,2.0,"Aug 2, 2016","
    Scott Butterworth
  ","November 23, 2016 at 1:39PM PST"
Hitman Episode One Review,PS4,252,302,Good,7,3.0,3.0,"Mar 11, 2016","
    Peter Brown
  ","November 23, 2016 at 9:43AM PST"
Hitman Episode Two Review,PS4,147,70,Good,7,3.0,2.0,"Mar 11, 2016","
    Peter Brown
  ","November 23, 2016 at 9:42AM PST"
Football Manager 2017 Review,PC,4,124,Good,7,4.0,2.0,"Nov 4, 2016","
    Richard Wakeling
  ","November 22, 2016 at 1:19PM PST"
Doom Review,X360,0,9,Good,7,3.0,3.0,,"
    Jeff Gerstmann
  ","November 21, 2016 at 8:58AM PST"
Pokemon Sun and Moon Review,"3DS, 3DS",121,193,Great,8,5.0,2.0,"Nov 18, 2016","
    Justin Haywald
  ","November 18, 2016 at 7:00AM PST"
Here They Lie Review,PS4,26,59,Great,8,3.0,2.0,"Oct 13, 2016","
    Miguel Concepcion
  ","November 17, 2016 at 9:24AM PST"
Dragon Ball: Xenoverse 2 Review,PS4,30,297,Good,7,4.0,3.0,"Oct 25, 2016","
    Heidi Kemps
  ","November 16, 2016 at 1:54PM PST"
Dishonored 2 Review,PS4,320,341,Great,8,4.0,3.0,"Nov 10, 2016","
    Scott Butterworth
  ","November 12, 2016 at 1:07AM PST"
Tyranny Review,PC,123,158,Great,8,5.0,3.0,"Nov 10, 2016","
    Brett Todd
  ","November 11, 2016 at 2:48PM PST"
Call of Duty: Infinite Warfare Review,"PC, XONE, PS4",382,555,Great,8,4.0,2.0,"Nov 3, 2016","
    Miguel Concepcion
  ","November 4, 2016 at 4:46PM PDT"
Skyshine's Bedlam Review,PC,11,29,Fair,6,2.0,3.0,"Sep 16, 2015","
    Mat Paget
  ","November 3, 2016 at 5:04PM PDT"
Firewatch Review,"PC, PS4",165,328,Good,7,3.0,2.0,"Feb 9, 2016","
    Scott Butterworth
  ","November 3, 2016 at 5:00PM PDT"
Warhammer: End Times -- Vermintide Review,PC,38,68,Good,7,4.0,3.0,"Oct 23, 2015","
    Scott Butterworth
  ","November 3, 2016 at 4:53PM PDT"
Batman - The Telltale Series: New World Order - Episode 3 Review,PC,23,54,Fair,6,2.0,3.0,"Aug 2, 2016","
    Tamoor Hussain
  ","November 3, 2016 at 11:05AM PDT"
Oceanhorn Review,PS4,40,69,Mediocre,5,2.0,5.0,"Nov 14, 2013","
    Justin Clark
  ","November 1, 2016 at 9:01AM PDT"
Darkest Dungeon Review,"PC, PS4, VITA",219,299,Superb,9,5.0,1.0,"Feb 3, 2015","
    Daniel Starkey
  ","November 1, 2016 at 8:34AM PDT"
Halo 5: Guardians Review,XONE,1176,269,Great,8,4.0,2.0,"Oct 27, 2015","
    Mike Mahardy
  ","October 28, 2016 at 9:52AM PDT"
Dark Souls 3: Ashes of Ariandel Review,"PS4, XONE, PC",140,79,Good,7,4.0,2.0,"Apr 12, 2016","
    Miguel Concepcion
  ","October 27, 2016 at 4:34PM PDT"
Butcher Review,PC,64,56,Great,8,3.0,1.0,,"
    Daniel Starkey
  ","October 27, 2016 at 9:48AM PDT"
World of Final Fantasy Review,PS4,161,84,Fair,6,3.0,4.0,"Oct 25, 2016","
    Heidi Kemps
  ","October 25, 2016 at 5:35PM PDT"
Civilization 6 Review,PC,206,331,Superb,9,4.0,3.0,"Oct 20, 2016","
    Scott Butterworth
  ","October 25, 2016 at 12:11PM PDT"
Titanfall 2 Review,"PS4, XONE",677,589,Superb,9,4.0,1.0,"Oct 28, 2016","
    Mike Mahardy
  ","October 24, 2016 at 9:00AM PDT"
100ft Robot Golf Review,PS4,3,9,Mediocre,5,3.0,4.0,"Mar 16, 2017","
    Justin Clark
  ","October 21, 2016 at 2:31PM PDT"
The Silver Case Review,PC,18,20,Mediocre,5,3.0,4.0,"Oct 6, 2016","
    Justin Clark
  ","October 19, 2016 at 4:16PM PDT"
WWE 2K17 Review,PS4,62,604,Fair,6,5.0,5.0,"Oct 11, 2016","
    Richard Wakeling
  ","October 18, 2016 at 1:03PM PDT"
Eagle Flight Review,PC,7,68,Good,7,3.0,2.0,,"
    Jimmy Thang
  ","October 18, 2016 at 10:19AM PDT"
Battlefield 1 Review,"PC, XONE, PS4",813,1555,Superb,9,5.0,1.0,"Oct 21, 2016","
    Miguel Concepcion
  ","October 17, 2016 at 8:12PM PDT"
Giant Machines 2017 Review,PC,0,28,Mediocre,5,1.0,3.0,"Sep 29, 2016","
    Jason D'Aprile
  ","October 14, 2016 at 4:22PM PDT"
RIGS Mechanized Combat League Review,PS4,30,31,Fair,6,3.0,3.0,"Oct 13, 2016","
    Justin Haywald
  ","October 13, 2016 at 3:13PM PDT"
Shadow Warrior 2 Review,PC,107,125,Great,8,3.0,3.0,"Oct 13, 2016","
    Mat Paget
  ","October 13, 2016 at 8:21AM PDT"
Mafia 3 Review,"PS4, XONE, PC",423,456,Fair,6,5.0,4.0,"Oct 6, 2016","
    Scott Butterworth
  ","October 12, 2016 at 1:12PM PDT"
Duke Nukem 3D: 20th Anniversary World Tour Review,PC,80,57,Mediocre,5,3.0,3.0,"Jan 29, 1996","
    Brett Todd
  ","October 12, 2016 at 12:29PM PDT"
Atlas Reactor Review,PC,1,43,Great,8,3.0,2.0,"Oct 4, 2016","
    GameSpot Staff
  ","October 11, 2016 at 9:43AM PDT"
Rise of the Tomb Raider Review,PS4,1562,1906,Superb,9,4.0,1.0,"Nov 10, 2015","
    Mike Mahardy
  ","October 10, 2016 at 6:00AM PDT"
Battlezone VR Review,PS4,17,37,Good,7,4.0,3.0,"Oct 13, 2016","
    Scott Butterworth
  ","October 7, 2016 at 1:23PM PDT"
Gears of War 4 Review,XONE,1696,446,Good,7,3.0,3.0,"Oct 11, 2016","
    Mike Mahardy
  ","October 6, 2016 at 12:00AM PDT"
Yo-Kai Watch 2 Review,3DS,8,37,Mediocre,5,3.0,3.0,"Sep 30, 2016","
    Alexa Ray Corriea
  ","October 5, 2016 at 2:20PM PDT"
PlayStation VR Worlds Review,PS4,11,26,Fair,6,2.0,2.0,,"
    Jimmy Thang
  ","October 5, 2016 at 12:13PM PDT"
Paper Mario: Color Splash Review,WIIU,54,44,Good,7,3.0,2.0,"Oct 7, 2016","
    Miguel Concepcion
  ","October 5, 2016 at 8:00AM PDT"
Batman: Arkham VR Review,PS4,37,52,Good,7,3.0,3.0,"Oct 11, 2016","
    Tamoor Hussain
  ","October 5, 2016 at 5:00AM PDT"
Until Dawn: Rush of Blood Review,PS4,25,22,Mediocre,5,3.0,3.0,"Dec 31, 2015","
    Peter Brown
  ","October 5, 2016 at 5:00AM PDT"
SuperHyper Cube Review,PS4,2,3,Fair,6,2.0,4.0,"Oct 10, 2016","
    Peter Brown
  ","October 5, 2016 at 5:00AM PDT"
Sonic Boom: Fire and Ice Review,3DS,40,32,Fair,6,3.0,2.0,"Sep 27, 2016","
    Cassidee Moser
  ","September 29, 2016 at 11:35AM PDT"
Azure Striker Gunvolt 2 Review,3DS,32,28,Great,8,3.0,2.0,"Sep 29, 2016","
    Matt Espineli
  ","September 29, 2016 at 7:00AM PDT"
River City: Tokyo Rumble Review,3DS,12,56,Good,7,3.0,2.0,"Sep 27, 2016","
    Heidi Kemps
  ","September 28, 2016 at 2:19PM PDT"
World of Warcraft: Legion Review,PC,152,241,Superb,9,4.0,2.0,"Nov 23, 2004","
    Don Saas
  ","September 28, 2016 at 4:38AM PDT"
Forza Horizon 3 Review,"PC, XONE",498,401,Superb,9,4.0,2.0,"Sep 23, 2016","
    Miguel Concepcion
  ","September 27, 2016 at 10:39AM PDT"
XCOM 2 Review,"PC, XONE, PS4",703,1059,Superb,9,4.0,2.0,"Feb 4, 2016","
    Mike Mahardy
  ","September 27, 2016 at 10:20AM PDT"
FIFA 17 Review,"PS4, XONE",236,406,Superb,9,4.0,2.0,"Sep 27, 2016","
    Nathan Ditum
  ","September 26, 2016 at 7:12PM PDT"
Destiny: Rise of Iron Review,"PS4, XONE",274,183,Fair,6,2.0,3.0,"Sep 9, 2014","
    Mike Mahardy
  ","September 26, 2016 at 5:00PM PDT"
NBA2K17 Review,PS4,62,207,Superb,9,4.0,1.0,"Sep 16, 2016","
    Mat Paget
  ","September 23, 2016 at 8:27PM PDT"
God Eater 2: Rage Burst Review,PS4,63,108,Great,8,4.0,2.0,"Nov 14, 2013","
    Miguel Concepcion
  ","September 22, 2016 at 7:45AM PDT"
Pro Evolution Soccer 2017 Review,PS4,171,284,Great,8,3.0,3.0,"Sep 13, 2016","
    Nathan Ditum
  ","September 21, 2016 at 5:45PM PDT"
Batman - The Telltale Series: Children of Arkham - Episode 2 Review,PC,15,56,Fair,6,3.0,3.0,"Aug 2, 2016","
    Tamoor Hussain
  ","September 20, 2016 at 2:20AM PDT"
Worms W.M.D. Review,"PC, XONE",20,47,Great,8,3.0,1.0,"Aug 23, 2016","
    Jason D'Aprile
  ","September 15, 2016 at 2:24PM PDT"
Shin Megami Tensei 4: Apocalypse Review,3DS,90,121,Superb,9,4.0,1.0,"Sep 20, 2016","
    Heidi Kemps
  ","September 15, 2016 at 9:00AM PDT"
ReCore Review,XONE,766,167,Fair,6,3.0,3.0,"Sep 13, 2016","
    Tamoor Hussain
  ","September 13, 2016 at 6:55PM PDT"
The Tomorrow Children Review,PS4,126,92,Bad,3,1.0,4.0,"Sep 6, 2016","
    Scott Butterworth
  ","September 12, 2016 at 6:58PM PDT"
The Final Station Review,PC,5,40,Good,7,3.0,2.0,"Aug 30, 2016","
    Alex Gilyadov
  ","September 9, 2016 at 11:21AM PDT"
Phoenix Wright: Ace Attorney - Spirit of Justice Review,3DS,9,57,Great,8,5.0,1.0,"Sep 8, 2016","
    Alexa Ray Corriea
  ","September 8, 2016 at 2:42PM PDT"
Jotun Review,"PC, PS4, XONE",46,86,Great,8,4.0,1.0,,"
    Justin Clark
  ","September 8, 2016 at 10:12AM PDT"
NHL 17 Review,"XONE, PS4",76,91,Good,7,4.0,2.0,"Sep 13, 2016","
    Mat Paget
  ","September 8, 2016 at 12:01AM PDT"
F1 2016 Review,PS4,14,160,Great,8,4.0,2.0,"Aug 18, 2016","
    Danny O'Dwyer
  ","September 7, 2016 at 1:54PM PDT"
Mother Russia Bleeds Review,PC,41,68,Good,7,3.0,2.0,"Sep 5, 2016","
    Mike Mahardy
  ","September 6, 2016 at 11:53AM PDT"
Grow Up Review,PS4,39,18,Mediocre,5,2.0,2.0,"Aug 16, 2016","
    Jason D'Aprile
  ","September 1, 2016 at 6:31PM PDT"
Valley Review,"PC, XONE, PS4",21,80,Good,7,3.0,3.0,"Aug 23, 2016","
    Mat Paget
  ","August 30, 2016 at 11:18AM PDT"
Obduction Review,PC,212,100,Good,7,3.0,2.0,"Aug 24, 2016","
    Edmond Tran
  ","August 30, 2016 at 8:09AM PDT"
Master of Orion Review,PC,43,132,Good,7,3.0,3.0,"Aug 25, 2016","
    Mike Mahardy
  ","August 27, 2016 at 12:42PM PDT"
Alone With You Review,"PS4, VITA",16,48,Great,8,3.0,1.0,"Aug 23, 2016","
    Jason D'Aprile
  ","August 26, 2016 at 2:08PM PDT"
Jojo's Bizarre Adventure: Eyes of Heaven Review,PS4,8,47,Fair,6,3.0,3.0,"Jun 28, 2016","
    Matt Espineli
  ","August 26, 2016 at 10:00AM PDT"
Attack on Titan Review,PS4,97,146,Fair,6,3.0,3.0,"Aug 26, 2016","
    Alexa Ray Corriea
  ","August 26, 2016 at 6:00AM PDT"
Madden NFL 17 Review,"PS4, XONE",86,120,Great,8,5.0,3.0,"Aug 23, 2016","
    Miguel Concepcion
  ","August 23, 2016 at 6:48PM PDT"
Metroid Prime: Federation Force Review,3DS,130,39,Mediocre,5,2.0,3.0,,"
    Peter Brown
  ","August 23, 2016 at 4:48PM PDT"
Inside Review,"XONE, PS4",194,199,Great,8,4.0,2.0,"Jun 29, 2016","
    Alex Newhouse
  ","August 23, 2016 at 12:26PM PDT"
The King of Fighters XIV Review,PS4,113,172,Great,8,3.0,2.0,"Aug 23, 2016","
    Matt Espineli
  ","August 22, 2016 at 7:03AM PDT"
Deus Ex: Mankind Divided Review,PC,522,482,Great,8,4.0,2.0,"Aug 23, 2016","
    Edmond Tran
  ","August 19, 2016 at 6:00AM PDT"
Deus Ex Go Review,IOS,17,45,Great,8,3.0,2.0,,"
    Mat Paget
  ","August 18, 2016 at 9:36AM PDT"
Bound Review,PS4,24,37,Good,7,3.0,2.0,"Aug 16, 2016","
    Justin Clark
  ","August 18, 2016 at 9:00AM PDT"
Kentucky Route Zero Act IV Review,PC,31,43,Superb,9,3.0,1.0,"Feb 22, 2013","
    Justin Clark
  ","August 4, 2016 at 4:28PM PDT"
This is the Police Review,PC,47,151,Good,7,3.0,3.0,,"
    Alex Gilyadov
  ","August 2, 2016 at 4:38PM PDT"
Abzu Review,"PS4, PC",259,309,Superb,9,7.0,1.0,"Aug 2, 2016","
    Scott Butterworth
  ","August 2, 2016 at 3:21AM PDT"
Batman - The Telltale Series: Realm of Shadows - Episode 1 Review,PC,85,183,Great,8,3.0,1.0,"Aug 2, 2016","
    Tamoor Hussain
  ","August 2, 2016 at 1:35AM PDT"
God Eater Resurrection Review,PS4,70,68,Fair,6,3.0,3.0,"Jun 28, 2016","
    Miguel Concepcion
  ","July 28, 2016 at 5:03PM PDT"
Necropolis Review,PC,10,19,Fair,6,4.0,3.0,"Jul 12, 2016","
    Brett Todd
  ","July 26, 2016 at 5:30PM PDT"
Kerbal Space Program Review,"PC, PS4, XONE",252,239,Superb,9,4.0,2.0,"Jun 24, 2011","
    Justin Clark
  ","July 26, 2016 at 12:44PM PDT"
Quadrilateral Cowboy Review,PC,59,80,Superb,9,4.0,2.0,"Jul 25, 2016","
    Edmond Tran
  ","July 25, 2016 at 5:08PM PDT"
Headlander Review,PS4,42,45,Great,8,5.0,4.0,"Jul 26, 2016","
    Peter Brown
  ","July 25, 2016 at 7:02AM PDT"
The Assembly Review,PC,15,39,Mediocre,5,2.0,2.0,,"
    Mat Paget
  ","July 19, 2016 at 1:30PM PDT"
I Am Setsuna Review,PS4,116,91,Good,7,4.0,4.0,"Jul 19, 2016","
    Peter Brown
  ","July 18, 2016 at 9:00PM PDT"
Brigador Review,PC,53,29,Good,7,3.0,2.0,,"
    Daniel Starkey
  ","July 15, 2016 at 3:32PM PDT"
Ghostbusters Review,PS4,160,85,Bad,3,1.0,3.0,"Jul 12, 2016","
    Jason D'Aprile
  ","July 14, 2016 at 4:07PM PDT"
The Technomancer Review,PS4,31,82,Fair,6,3.0,3.0,,"
    Jason D'Aprile
  ","July 14, 2016 at 12:51PM PDT"
Videoball Review,"PC, PS4",15,23,Great,8,3.0,1.0,,"
    Jason D'Aprile
  ","July 13, 2016 at 3:00PM PDT"
Breached Review,PC,10,9,Bad,3,2.0,4.0,,"
    Don Saas
  ","July 13, 2016 at 11:06AM PDT"
Pokemon Go Review,"IOS, AND",191,459,Good,7,4.0,2.0,"Jul 6, 2016","
    Miguel Concepcion
  ","July 12, 2016 at 8:28PM PDT"
Monster Hunter Generations Review,3DS,117,111,Great,8,4.0,2.0,"Jul 15, 2016","
    Justin Haywald
  ","July 12, 2016 at 6:00AM PDT"
Song of the Deep Review,PS4,32,48,Fair,6,3.0,3.0,"Jul 12, 2016","
    Scott Butterworth
  ","July 11, 2016 at 11:54AM PDT"
Furi Review,PS4,110,114,Great,8,4.0,2.0,"Jul 5, 2016","
    Peter Brown
  ","July 9, 2016 at 8:01AM PDT"
7 Days to Die Review,XONE,146,300,Terrible,2,1.0,4.0,"Dec 13, 2013","
    Joab Gilroy
  ","July 7, 2016 at 8:00PM PDT"
Asemblance Review,PS4,5,17,Mediocre,5,2.0,2.0,"Jun 21, 2016","
    Jason D'Aprile
  ","July 7, 2016 at 10:32AM PDT"
7th Dragon III Code: VFD Review,3DS,30,68,Great,8,4.0,3.0,,"
    Heidi Kemps
  ","July 7, 2016 at 9:02AM PDT"
I Get This Call Every Day Review,PC,33,27,Good,7,2.0,1.0,,"
    Justin Clark
  ","July 6, 2016 at 12:42PM PDT"
Space Run Galaxy Review,PC,23,44,Great,8,4.0,2.0,,"
    Brett Todd
  ","July 6, 2016 at 11:59AM PDT"
Zero Escape: Zero Time Dilemma Review,3DS,224,29,Fair,6,3.0,4.0,"Jun 28, 2016","
    Mike Mahardy
  ","July 6, 2016 at 9:36AM PDT"
Dead by Daylight Review,PC,35,249,Fair,6,2.0,3.0,"Jun 14, 2016","
    Joab Gilroy
  ","July 3, 2016 at 9:14PM PDT"
Duskers Review,PC,23,33,Great,8,4.0,2.0,"Dec 31, 2015","
    Jason Imms
  ","July 3, 2016 at 5:50PM PDT"
The Division: Underground Expansion Review,XONE,122,150,Good,7,6.0,4.0,"Mar 7, 2016","
    Scott Butterworth
  ","June 30, 2016 at 8:32PM PDT"
The Solus Project Review,PC,40,59,Mediocre,5,2.0,3.0,,"
    Mat Paget
  ","June 29, 2016 at 12:39PM PDT"
Umbrella Corps Review,PS4,131,63,Bad,3,2.0,5.0,"Jun 21, 2016","
    Peter Brown
  ","June 28, 2016 at 2:30PM PDT"
Lego Star Wars: The Force Awakens Review,PS4,38,181,Good,7,3.0,2.0,"Jun 27, 2016","
    Randolph Ramsay
  ","June 28, 2016 at 11:52AM PDT"
Star Ocean: Integrity and Faithlessness Review,PS4,318,200,Mediocre,5,2.0,4.0,"Jun 28, 2016","
    Alexa Ray Corriea
  ","June 28, 2016 at 11:39AM PDT"
Tokyo Mirage Sessions #FE Review,WIIU,192,140,Great,8,4.0,1.0,"Jun 24, 2016","
    Alexa Ray Corriea
  ","June 22, 2016 at 8:29AM PDT"
Mighty No. 9 Review,"PS4, XONE",381,171,Mediocre,5,1.0,4.0,"Jun 21, 2016","
    Peter Brown
  ","June 21, 2016 at 4:49PM PDT"
Trials of the Blood Dragon Review,PS4,36,49,Good,7,4.0,1.0,,"
    Justin Clark
  ","June 21, 2016 at 2:40PM PDT"
